Word,Arousal,Valence,ValenceCategory,ValenceVsNeutral,Happiness,Anger,Fear,Sadness,Disgust,Surprise,Dominant_Emotion,N_Arousal,N_Valence,N_Primary_Emotion,N_Unknown_Arousal,N_Unknown_Valence,N_Unknown_Primary_Emotion,Concreteness,ConcretenessCategory,Imageability,ImageabilityCategory,SourceImageability,Frequency_Zipf,Prevalence,Length,Nsyl,N_phonemes,PoS,OLD20,AoA,DLP_RT,DLP_Acc,DCP_RT,DCP_Acc
psychiatrisch,3.5,2.05,negative,neutral,1.25,1,3.075,2.125,1.25,1.7,Fear,14,20,8,0,0,0,1.6,low,#N/A,#N/A,#N/A,3.332357653,2.463825091,13,4,11,ADJ,3.95,11.8,607.6085,0.975609756,1368.12,0.99
navigatie,2.8,3.263157895,positive,neutral,1.125,1,1.325,1,1,1.425,Surprise,15,19,8,0,0,0,2.2,low,#N/A,#N/A,#N/A,3.298743943,2.860409866,9,4,9,N,2.95,11.8,536.7862162,0.925,1014.79,0.99
louche,3.125,1.611111111,negative,neutral,1,3.06,3.24,1.52,2.5,1.42,Fear,15,18,10,0,0,1,1.733333333,low,#N/A,#N/A,#N/A,3.24571003,1.835070724,6,1,3,ADJ,1.85,11.8,608.6597143,0.9,1256.62,0.93
staatsgreep,3.625,1.789473684,negative,neutral,1,2.8,3.2,2.5,1.9,2.4,Fear,17,19,10,0,0,0,2,low,#N/A,#N/A,#N/A,3.165392727,2.331570469,11,2,9,N,3.5,11.8,560.7863889,0.87804878,1072.08,0.99
diensttijd,3.066666667,2.684210526,negative,neutral,1.3,1.5,1.5,1.8,1.5,1.2,Sadness,17,19,10,0,0,0,2.066666667,low,#N/A,#N/A,#N/A,3.058198188,2.435697429,10,2,7,N,3.35,11.8,600.5386111,0.951219512,1244.75,0.99
voorkennis,2.625,3.5,positive,neutral,1.2,1,1,1,1,1,Happiness,16,18,11,0,0,0,1.466666667,low,#N/A,#N/A,#N/A,2.927421695,2.601692382,10,3,8,N,3.95,11.8,558.2363158,0.975,983.33,0.99
hormoon,3.411764706,2.789473684,negative,neutral,1.25,1.083333333,1.166666667,1,1,1.333333333,Surprise,17,19,12,0,0,0,2.466666667,low,#N/A,#N/A,#N/A,2.821644518,2.689158453,7,2,6,N,2.6,11.8,531.8588889,0.975,977.21,1
begeerd,3.733333333,4.052631579,positive,valenced,2.727272727,1,1,1,1,1.272727273,Happiness,17,19,11,0,0,0,2.066666667,low,#N/A,#N/A,#N/A,2.774224905,2.12803977,7,2,6,ADJ,1.45,11.8,531.8502941,0.9,1193.58,0.99
inactief,1.75,2.315789474,negative,neutral,1,1.7,1.8,2.4,1.4,1.2,Sadness,16,19,10,0,0,0,2,low,#N/A,#N/A,#N/A,2.589726256,1.972191163,8,3,7,ADJ,2.7,11.8,582.7589744,0.951219512,1187.59,0.97
veerkracht,3.4375,3.736842105,positive,valenced,2.1,1.1,1.3,1,1,1.6,Happiness,14,19,10,0,0,0,2.666666667,low,#N/A,#N/A,#N/A,2.505421328,3.206030552,10,2,8,N,2.25,11.8,575.1224324,0.902439024,1065.3,1
behaaglijk,2.333333333,3.526315789,positive,neutral,2.666666667,1,1,1,1,1.222222222,Happiness,16,19,9,0,0,0,1.8,low,#N/A,#N/A,#N/A,2.400537989,2.236649274,10,3,8,ADJ,2.65,11.8,614.3684615,0.951219512,1063.02,0.99
pessimisme,2.875,1.555555556,negative,neutral,1,3,2.6,3.8,2,1.2,Sadness,16,18,10,0,0,0,1.466666667,low,#N/A,#N/A,#N/A,2.31344537,2.108416502,10,4,9,N,3.45,11.8,596.7451282,0.975,1422.06,0.98
googelen,3.411764706,3.263157895,positive,neutral,1.222222222,1,1,1,1,1.311111111,Surprise,15,19,9,0,0,0,3.133333333,high,#N/A,#N/A,#N/A,2.204391332,1.362881416,8,3,6,WW,2.45,11.8,589.53,0.9,1453.92,0.91
puimsteen,2.642857143,3,neutral,neutral,1,1,1,1,1.857142857,1.142857143,Disgust,14,17,7,1,2,1,4.769230769,high,#N/A,#N/A,#N/A,2.05804623,1.570460798,9,2,7,N,2.55,11.8,607.0363333,0.731707317,1245.46,0.87
krachtdadig,3.785714286,3.555555556,positive,neutral,1.363636364,1.6,1.090909091,1.072727273,1,1.272727273,Anger,15,18,11,0,2,0,1.642857143,low,#N/A,#N/A,#N/A,1.836324116,2.44761164,11,3,9,ADJ,3.55,11.8,638.4516129,0.8,1266.04,0.9
draagvlak,2.588235294,3.105263158,positive,neutral,1.4,1,1,1,1,1,Happiness,14,19,10,0,0,0,2.266666667,low,#N/A,#N/A,#N/A,1.359835482,2.799762729,9,2,8,N,3,11.8,580.0482857,0.875,1030.67,0.99
albinisme,2.846153846,2.4,negative,neutral,1.1,1,1.3,1.1,1.3,1.6,Surprise,12,20,10,1,0,0,3,high,#N/A,#N/A,#N/A,1.359835482,1.166634392,9,4,9,N,2.75,11.8,630.5011111,0.682926829,1594.56,0.84
gêne,3.0625,2.222222222,negative,neutral,1,1,2,1.9,1.9,1.5,Fear,16,18,10,0,0,0,1.928571429,low,#N/A,#N/A,#N/A,1,1.301206075,4,2,4,N,3.2,11.80178908,545.9994118,0.85,1146.56,0.93
rayon,2.625,2.941176471,negative,neutral,1.8,1.1,1,1,1,1.6,Happiness,17,17,10,1,2,1,4,high,3.13,low,van Loon,2.137354111,1.297967439,5,2,5,N,1.8,11.80267857,695.7116667,0.8,1277.55,0.9
pleit,3.071428571,2.95,negative,neutral,1.56,1.56,1.76,1.56,1,1.58,Fear,16,20,10,0,0,1,1.692307692,low,#N/A,#N/A,#N/A,3.546752357,2.100385667,5,1,4,N,1.65,11.80312152,578.11,0.780487805,1156.69,0.98
tarbot,2.75,3.058823529,positive,neutral,1,1,1,1,1.166666667,1,Disgust,15,17,6,3,2,2,4.666666667,high,#N/A,#N/A,#N/A,2.204391332,1.663347216,6,2,6,N,2,11.80454545,620.5956667,0.75,1220.69,0.89
ondernemer,3.071428571,3.35,positive,neutral,1.428571429,1,1.114285714,1,1.142857143,1,Happiness,13,20,7,0,0,0,2.866666667,low,#N/A,#N/A,#N/A,3.191730393,2.834861525,10,4,10,N,2.6,11.80555556,544.7916667,1,1061.43,1
geelzucht,3.333333333,1.789473684,negative,neutral,1,1.090909091,1.727272727,1.454545455,2,1.090909091,Disgust,16,19,11,0,0,0,3.533333333,high,#N/A,#N/A,#N/A,2.473194909,2.38216159,9,2,7,N,2.25,11.80625,546.702,0.87804878,1026.89,0.98
grondvorm,2.6,3,neutral,neutral,1.7,1.2,1.2,1.2,1.2,1.3,Happiness,15,19,10,0,0,1,2.230769231,low,#N/A,#N/A,#N/A,1,1.916940052,9,2,9,N,2.9,11.8125,587.0851429,0.875,1272.81,0.96
ontvoogd,3.461538462,1.947368421,negative,neutral,1.375,1.875,2.125,2.625,1.375,1.25,Sadness,17,19,8,1,0,1,1.8,low,#N/A,#N/A,#N/A,1,2.400881648,8,2,7,ADJ,2.2,11.8125,614.8597297,0.9,1346.2,0.89
zenuwgas,3.923076923,1.944444444,negative,neutral,1,1.6,2.72,1.7,1.96,1.4,Fear,16,18,10,1,1,1,3.357142857,high,#N/A,#N/A,#N/A,3.040483664,1.744725617,8,3,8,N,3.25,11.8125,548.4775,0.804878049,1132.99,0.96
stationcar,2.8,3,neutral,neutral,1.25,1,1,1,1,1.425,Surprise,14,18,8,2,1,0,4.214285714,high,#N/A,#N/A,#N/A,2.890700398,0.734043404,10,3,9,N,3.3,11.8125,733.4165385,0.682926829,1450.31,0.88
kamperfoelie,2.272727273,3.25,positive,neutral,2,1,1,1,1,1.428571429,Happiness,16,16,7,4,3,3,4.555555556,high,#N/A,#N/A,#N/A,2.262213705,1.121963366,12,4,10,N,3.95,11.8125,676.8114815,0.682926829,1300.78,0.91
annonce,2.692307692,3,neutral,neutral,1.545454545,1,1.181818182,1,1,2.6,Surprise,15,19,11,1,1,0,3.071428571,high,#N/A,#N/A,#N/A,1.836324116,1.223374572,7,3,6,N,2.75,11.8125,605.6731034,0.707317073,1302.72,0.81
hangplek,2.25,3.055555556,positive,neutral,1.333333333,1.222222222,1.111111111,1.111111111,1.222222222,1.111111111,Happiness,16,18,9,0,0,1,3.357142857,high,#N/A,#N/A,#N/A,1.359835482,1.399319711,8,2,7,N,2.95,11.8125,602.9467742,0.804878049,1184.88,0.95
regie,3,3.105263158,positive,neutral,2.222222222,1,1.111111111,1,1,1.288888889,Happiness,17,19,9,0,0,1,2.266666667,low,3.2,low,van Loon,3.021974455,2.478219344,5,2,4,N,1.8,11.81481481,556.3027027,0.95,1014.38,0.99
verkrachting,4.466666667,1.263157895,negative,valenced,1,4,4.142857143,3.457142857,4.571428571,2.028571429,Disgust,14,19,7,0,0,0,3.6,high,#N/A,#N/A,#N/A,4.117380684,2.631382648,12,3,10,N,2.35,11.81875,558.6094872,1,1109.21,0.99
reikhalzen,3.3125,3.375,positive,neutral,1.7,1,1,1.1,1,1.5,Happiness,15,16,10,0,3,1,2.785714286,low,#N/A,#N/A,#N/A,1,1.649862396,10,3,8,WW,3.05,11.82352941,631.2129032,0.756097561,1235.27,0.95
nijverig,3.1875,3.352941176,positive,neutral,1.727272727,1.181818182,1.181818182,1.236363636,1.090909091,1,Happiness,16,17,11,0,2,0,1.923076923,low,#N/A,#N/A,#N/A,1,0.842408426,8,3,7,ADJ,1.95,11.82352941,588.8202941,0.8,1263.53,0.83
schandaleus,3.3125,1.842105263,negative,neutral,1.090909091,3.927272727,2.018181818,2.945454545,2.945454545,1.6,Anger,16,19,11,0,0,0,1.733333333,low,#N/A,#N/A,#N/A,1,0.791383257,11,3,9,ADJ,2.75,11.82352941,653.1275862,0.725,1785.79,0.72
baxter,3.0625,2.222222222,negative,neutral,1,1.363636364,2.854545455,2.345454545,1.781818182,1.090909091,Fear,16,18,11,0,0,0,4.733333333,high,#N/A,#N/A,#N/A,3.658078206,1.519922488,6,2,7,N,2,11.82352941,674.0603704,0.675,1488.94,0.51
prestige,3.647058824,3.736842105,positive,valenced,2.5,1.3,1.7,1.4,1.4,1.2,Happiness,17,19,10,0,0,0,1.6,low,#N/A,#N/A,#N/A,3.066810276,1.977886492,8,3,8,N,2.1,11.82352941,551.848,1,1138.15,0.96
afzeiken,3.357142857,1.578947368,negative,neutral,1,3.5,1.3,2,2.4,1.1,Anger,15,19,10,0,1,0,2,low,#N/A,#N/A,#N/A,3.021974455,1.201823943,8,3,6,WW,1.85,11.82352941,585.6364286,0.725,1189.93,0.93
infrastructuur,2.470588235,3.052631579,positive,neutral,1.090909091,1,1.090909091,1,1,1,Joint,15,19,11,0,0,0,2.866666667,low,#N/A,#N/A,#N/A,2.939019776,2.601022907,14,4,13,N,4.5,11.82352941,576.729,1,1169.21,0.99
mitrailleur,3.8,1.473684211,negative,neutral,1,2.888888889,3.444444444,2.111111111,2,1.666666667,Fear,14,19,9,1,0,1,4.428571429,high,#N/A,#N/A,#N/A,2.739414103,1.804040943,11,3,8,N,3.1,11.82352941,642.3654839,0.756097561,1535.89,0.95
buitenechtelijk,3.285714286,1.75,negative,neutral,1.090909091,2.909090909,2.454545455,2.818181818,2.181818182,2.454545455,Anger,17,20,11,0,0,0,2.066666667,low,#N/A,#N/A,#N/A,2.637989781,2.300316253,15,5,11,ADJ,5,11.82352941,633.33475,0.975609756,1301.69,0.99
mededinger,3.411764706,2.631578947,negative,neutral,1,1.5,1.4,1.4,1.4,1.3,Anger,16,19,10,0,0,0,2.285714286,low,#N/A,#N/A,#N/A,2.31344537,1.545751874,10,4,9,N,2.4,11.82352941,744.0010345,0.775,1370.03,0.94
toespeling,3.066666667,3.052631579,positive,neutral,1,1.325,1,1.3,1.2,1,Anger,14,19,8,1,0,1,1.533333333,low,#N/A,#N/A,#N/A,2.204391332,1.932455468,10,3,8,N,2.7,11.82352941,637.0788571,0.95,1299.78,0.97
veelbewogen,3.823529412,2.555555556,negative,neutral,1.083333333,1,1.083333333,1.25,1.083333333,1.583333333,Surprise,15,18,12,0,1,0,1.666666667,low,#N/A,#N/A,#N/A,2.137354111,1.657164717,11,4,9,ADJ,3.95,11.82352941,641.0860606,0.825,1192.3,0.96
stukadoor,2.846153846,3.210526316,positive,neutral,1.222222222,1,1,1.111111111,1.222222222,1.111111111,Joint,17,19,9,2,0,1,4,high,#N/A,#N/A,#N/A,2.05804623,1.832700159,9,3,8,N,2.95,11.82352941,624.1777419,0.825,1154.37,0.96
omstandig,2.571428571,2.8,negative,neutral,1.18,1.26,1.18,1.16,1.08,1.38,Surprise,16,20,10,0,0,1,1.692307692,low,#N/A,#N/A,#N/A,2.05804623,1.872255385,9,3,9,ADJ,2.45,11.82352941,526.42525,1,1129.19,0.95
aflaat,2.764705882,2.526315789,negative,neutral,1.222222222,1.555555556,1.444444444,1.888888889,1.888888889,1.333333333,Joint,14,19,9,0,0,1,2.214285714,low,#N/A,#N/A,#N/A,2.05804623,1.750839983,6,2,5,N,1.65,11.82352941,640.1096552,0.707317073,1210.83,0.89
zedelijk,2.4375,3.368421053,positive,neutral,1.727272727,1.272727273,1.181818182,1.181818182,1.090909091,1.327272727,Happiness,17,19,11,0,0,0,1.642857143,low,3.8,low,de Deyne et al. 2019,1.836324116,1.755603215,8,3,7,ADJ,1.9,11.82352941,553.5034286,0.925,1092.24,0.96
zeefdruk,2.75,3.052631579,positive,neutral,1.181818182,1,1,1,1,1,Happiness,17,19,11,0,0,0,3.8,high,#N/A,#N/A,#N/A,1.836324116,2.133168027,8,2,7,N,2.85,11.82352941,607.5037931,0.707317073,1056.7,0.98
stelligheid,3.071428571,3,neutral,neutral,1.475,1,1.1,1,1,1.25,Happiness,16,19,8,0,1,3,1.642857143,low,#N/A,#N/A,#N/A,1.836324116,1.533525386,11,3,9,N,2.7,11.82352941,570.4965714,0.853658537,1199.1,0.96
versmachten,3.647058824,1.473684211,negative,neutral,1.75,2.5,2.75,2,1.875,1.875,Fear,16,19,8,0,0,2,2.4,low,#N/A,#N/A,#N/A,1.6599162,1.714161205,11,3,9,WW,1.9,11.82352941,651.5276667,0.731707317,1461.42,0.84
klerk,2.75,2.947368421,negative,neutral,1,1,1,1,1.142857143,1,Disgust,15,19,7,0,0,3,3.666666667,high,4.67,high,van Loon,3.210479043,1.800529931,5,1,5,N,1.8,11.83161376,579.2725,0.825,1112.53,0.95
webbrowser,2.8125,3.277777778,positive,neutral,1.818181818,1.181818182,1,1.181818182,1.181818182,1.818181818,Joint,14,18,11,0,0,0,3.466666667,high,#N/A,#N/A,#N/A,1,1.970244967,10,3,9,N,4.8,11.83333333,742.3458621,0.743589744,1317.56,0.98
vacuüm,2.785714286,2.95,negative,neutral,1.2,1.2,1.5,1.3,1.4,1.2,Fear,15,20,10,0,0,0,2.666666667,low,#N/A,#N/A,#N/A,1,1.965632911,6,3,7,N,4.75,11.83333333,567.5244444,0.87804878,1215.76,0.97
aanklager,3.3125,2.263157895,negative,neutral,1.1,2.2,1.8,1.6,1.5,1.2,Anger,17,19,10,0,0,0,2.733333333,low,#N/A,#N/A,#N/A,4.185949911,3.213280845,9,3,8,N,2.5,11.83333333,523.1135897,0.951219512,999.42,1
adviseur,3.058823529,3.473684211,positive,neutral,1.688888889,1.288888889,1.222222222,1.088888889,1,1.111111111,Happiness,16,19,9,0,0,0,3,high,#N/A,#N/A,#N/A,3.936719782,2.487369382,8,3,7,N,2.7,11.83333333,546.314359,1,1013.79,1
district,3,2.95,negative,neutral,1.181818182,1.090909091,1.181818182,1.272727273,1,1,Sadness,16,20,11,0,0,0,2.333333333,low,#N/A,#N/A,#N/A,3.930933757,2.19179368,8,2,8,N,2.9,11.83333333,565.0380556,0.902439024,1055.56,0.99
business,3,3,neutral,neutral,1.25,1.166666667,1.083333333,1.083333333,1.25,1.083333333,Joint,16,20,12,0,0,0,2,low,#N/A,#N/A,#N/A,3.824607393,1.618022464,8,2,6,N,3.1,11.83333333,611.3826316,0.902439024,1317.21,0.95
logica,2.625,3.368421053,positive,neutral,2,1,1,1,1,1,Happiness,13,19,11,0,0,0,1.333333333,low,#N/A,#N/A,#N/A,3.798560877,2.78058912,6,3,6,N,2.4,11.83333333,513.5147368,0.926829268,987.13,1
junkie,3.066666667,1.473684211,negative,neutral,1,1.444444444,2,2.222222222,2.444444444,1,Disgust,16,19,9,0,0,0,2.933333333,low,#N/A,#N/A,#N/A,3.715251029,2.216023783,6,2,5,N,1.85,11.83333333,600.0913889,0.948717949,1107.17,0.98
handhaven,3.333333333,3.368421053,positive,neutral,1.714285714,1.285714286,1.285714286,1,1,1,Happiness,14,19,7,0,0,0,1.933333333,low,#N/A,#N/A,#N/A,3.644783131,2.370158261,9,3,8,WW,2.2,11.83333333,545.9755,1,1007.25,0.98
visueel,2.75,3.444444444,positive,neutral,1.4,1.072727273,1.072727273,1.072727273,1.072727273,1.163636364,Happiness,14,18,11,0,0,0,2.466666667,low,3.95,low,de Deyne et al. 2019,3.479805568,2.345154994,7,3,7,ADJ,2.4,11.83333333,520.1043243,0.926829268,1052.63,0.99
materie,2.8125,2.947368421,negative,neutral,1,1,1,1,1,1,Joint,17,19,10,0,0,0,2,low,#N/A,#N/A,#N/A,3.438399934,2.60510587,7,3,6,N,1.95,11.83333333,554.903,1,1035.16,0.98
petitie,3.588235294,2.842105263,negative,neutral,1.125,2,1.7,1.8,1.125,1.95,Anger,17,19,8,0,0,0,3.466666667,high,#N/A,#N/A,#N/A,3.438399934,2.160413814,7,3,7,N,2.45,11.83333333,595.7002857,0.87804878,1038.15,0.98
inning,2.933333333,3.421052632,positive,neutral,1.925,1,1.125,1.25,1,1.5,Happiness,15,19,8,0,0,2,2.071428571,low,#N/A,#N/A,#N/A,3.423688137,1.727221644,6,2,4,N,1.8,11.83333333,646.769697,0.85,1407.05,0.94
eureka,4.235294118,4.368421053,positive,valenced,2.875,1,1,1,1,2.375,Happiness,17,19,8,0,0,0,1.642857143,low,#N/A,#N/A,#N/A,3.278296208,1.936555973,6,3,5,Function,2.9,11.83333333,677.5478125,0.756097561,1184.77,0.97
hogeschool,3.352941176,3.368421053,positive,neutral,1.46,1,1.16,1.16,1,1,Happiness,14,19,10,0,0,1,3.466666667,high,#N/A,#N/A,#N/A,3.273047594,2.656592956,10,3,8,N,2.95,11.83333333,584.545641,0.975,1087.95,0.99
royaal,3,3.894736842,positive,valenced,2.4,1.2,1.2,1.1,1.2,1.6,Happiness,16,19,10,0,0,0,1.933333333,low,#N/A,#N/A,#N/A,3.198079476,2.138744492,6,2,5,ADJ,1.95,11.83333333,551.5577778,0.87804878,1007.78,0.99
nominatie,3.294117647,3.578947368,positive,neutral,3.457142857,1,1,1,1,2.571428571,Happiness,17,19,7,0,0,0,1.8,low,#N/A,#N/A,#N/A,3.178775572,2.338174949,9,4,9,N,2.45,11.83333333,584.2102703,0.925,1159.39,0.99
monoloog,2.625,2.789473684,negative,neutral,1.1,1.1,1.1,1.3,1,1,Sadness,16,19,10,0,0,0,2.6,low,#N/A,#N/A,#N/A,3.172135697,2.606230618,8,3,7,N,2.4,11.83333333,520.23,0.975609756,1016.69,0.99
montage,2.875,3.166666667,positive,neutral,1.5,1.125,1.125,1.142857143,1.125,1.625,Surprise,17,18,8,0,0,0,3.133333333,high,#N/A,#N/A,#N/A,3.158573556,2.424919353,7,3,7,N,2,11.83333333,534.02625,1,1018.64,0.99
idealist,3,3.444444444,positive,neutral,2.545454545,1.090909091,1.454545455,1.363636364,1.181818182,1.727272727,Happiness,17,18,11,0,0,0,1.8,low,#N/A,#N/A,#N/A,3.12264177,2.882909415,8,4,9,N,2.65,11.83333333,538.8272222,0.95,1003.31,1
intellect,3,3.842105263,positive,valenced,2.444444444,1.222222222,1.333333333,1.222222222,1.111111111,1.333333333,Happiness,15,19,9,0,0,0,1.666666667,low,#N/A,#N/A,#N/A,3.091631791,1.882345928,9,3,8,N,3.35,11.83333333,560.3835,1,1228.25,0.98
immigrant,3.142857143,2.75,negative,neutral,1.1,1.1,1.6,1.4,1.1,1.3,Fear,16,20,10,0,0,0,3.133333333,high,#N/A,#N/A,#N/A,3.066810276,2.083743163,9,3,8,N,3.15,11.83333333,543.2515789,0.975,1133.33,0.98
vorderen,3.625,2.888888889,negative,neutral,1.7,1.375,1.875,1.125,1,1.625,Fear,17,18,8,0,0,0,1.933333333,low,#N/A,#N/A,#N/A,3.040483664,2.557372414,8,3,7,WW,1.8,11.83333333,574.3818919,0.926829268,1040.83,0.99
overmacht,3.4375,2,negative,neutral,1,2.6,2.044444444,2.133333333,1.222222222,2,Anger,14,18,9,0,0,1,1.933333333,low,#N/A,#N/A,#N/A,3.012457578,2.420127839,9,3,8,N,1.85,11.83333333,524.3597368,0.926829268,1057.56,0.99
vibratie,3.25,3.388888889,positive,neutral,1.666666667,1.222222222,1.333333333,1.222222222,1.333333333,1.777777778,Surprise,16,18,9,0,0,0,4,high,#N/A,#N/A,#N/A,2.972017599,2.636022845,8,3,8,N,2.4,11.83333333,540.94425,0.975609756,1098.01,0.99
breedtegraad,2.588235294,3,neutral,neutral,1,1,1,1,1,1,Joint,13,19,10,0,0,0,3.071428571,high,#N/A,#N/A,#N/A,2.927421695,2.15940655,12,3,9,N,4.35,11.83333333,651.1677143,0.87804878,1220.42,0.99
gediplomeerd,2.6875,3.833333333,positive,valenced,2.2,1,1.3,1,1,1.1,Happiness,16,18,10,0,0,0,2.266666667,low,#N/A,#N/A,#N/A,2.90330708,2.677351936,12,4,11,ADJ,2.75,11.83333333,625.0046154,0.975,1157.25,1
ruggenmerg,2.714285714,2.9,negative,neutral,1.3,1,1.3,1.1,1.4,1.1,Disgust,16,20,10,0,0,0,4.066666667,high,#N/A,#N/A,#N/A,2.90330708,1.667233602,10,3,8,N,3.85,11.83333333,608.9041026,1,1207.46,0.94
autistisch,2.875,2.210526316,negative,neutral,1,1.228571429,1.228571429,2.342857143,1,1,Sadness,14,19,7,0,0,0,2.266666667,low,#N/A,#N/A,#N/A,2.890700398,2.268931092,10,3,7,ADJ,2.8,11.83333333,606.6655556,0.9,1279.71,0.99
gedetineerde,3.4375,1.833333333,negative,neutral,1,2.7,2.3,2,1.4,1.2,Anger,15,18,10,0,0,0,3.785714286,high,#N/A,#N/A,#N/A,2.890700398,2.172878139,12,5,11,N,1.85,11.83333333,659.3157895,0.95,1116.77,0.98
toeverlaat,2.375,3.578947368,positive,neutral,2.8,1,1,1.4,1,1.1,Happiness,17,19,10,0,0,0,1.933333333,low,#N/A,#N/A,#N/A,2.864392405,2.259266778,10,3,8,N,2.9,11.83333333,696.5440541,0.925,1153.37,0.99
terechtstelling,4,1.894736842,negative,neutral,1.111111111,2.666666667,2.777777778,2.777777778,1.333333333,1.888888889,Joint,16,19,9,0,0,0,2.6,low,#N/A,#N/A,#N/A,2.850584976,2.67847355,15,4,12,N,3.65,11.83333333,611.97,1,1208.44,0.99
herziening,3.125,3.111111111,positive,neutral,1.2,1,1,1,1,1.4,Surprise,14,18,10,0,0,0,2.266666667,low,#N/A,#N/A,#N/A,2.790566625,2.215829894,10,3,8,N,2.8,11.83333333,578.8765,1,1094.1,0.98
spiritualiteit,2.1875,3.105263158,positive,neutral,2.1,1.2,1.5,1.5,1.3,1.777777778,Happiness,16,19,9,0,0,0,1.333333333,low,#N/A,#N/A,#N/A,2.757168192,2.365207805,14,6,14,N,4.5,11.83333333,621.6008108,0.926829268,1201.1,0.99
koloniaal,3.235294118,2.210526316,negative,neutral,1,1.66,1.5,1.66,1.48,1.1,Joint,15,19,10,0,0,1,2,low,#N/A,#N/A,#N/A,2.757168192,2.385142918,9,4,9,ADJ,3,11.83333333,561.3995,0.975609756,1075.59,0.98
serenade,2.647058824,3.611111111,positive,valenced,2.714285714,1,1,1.285714286,1,2.342857143,Happiness,16,18,7,0,1,0,3.533333333,high,#N/A,#N/A,#N/A,2.720985744,2.379540891,8,4,8,N,1.95,11.83333333,599.8178378,0.902439024,1106.32,0.98
boeddhisme,2,3.157894737,positive,neutral,2.4,1,1,1,1,1.125,Happiness,16,19,8,0,0,0,1.533333333,low,#N/A,#N/A,#N/A,2.720985744,1.268718352,10,3,7,N,4.05,11.83333333,585.2126316,0.926829268,1385.48,0.91
protestmars,3.3125,2.578947368,negative,neutral,1.111111111,3.333333333,1.666666667,1.333333333,1.111111111,1.111111111,Anger,16,19,9,0,0,0,3.6,high,#N/A,#N/A,#N/A,2.701654317,2.093205918,11,3,11,N,3.6,11.83333333,712.3766667,0.775,1194.84,0.98
select,2.8,2.842105263,negative,neutral,1.2,1.4,1.4,1.3,1.4,1.5,Surprise,14,19,10,0,0,0,2,low,#N/A,#N/A,#N/A,2.681422156,1.970071467,6,2,6,ADJ,1.9,11.83333333,543.225625,0.853658537,1040.29,0.99
godvrezend,3.428571429,2.05,negative,neutral,1,1.181818182,3.545454545,1.363636364,1.345454545,1.090909091,Fear,17,20,11,0,0,0,1.571428571,low,#N/A,#N/A,#N/A,2.681422156,1.908266925,10,3,10,ADJ,3.2,11.83333333,639.8265714,0.925,1327.37,0.97
effectiviteit,2.941176471,3.894736842,positive,valenced,1.818181818,1,1.090909091,1,1,1.090909091,Happiness,15,19,11,0,0,0,1.466666667,low,#N/A,#N/A,#N/A,2.637989781,1.994489901,13,5,11,N,3.9,11.83333333,609.0211111,0.95,1298.16,0.98
territoriaal,3.4,2.736842105,negative,neutral,1.333333333,2,2.222222222,1.444444444,1.444444444,1.444444444,Fear,17,19,9,0,0,0,1.733333333,low,#N/A,#N/A,#N/A,2.637989781,2.744574957,12,5,11,ADJ,4.05,11.83333333,642.925,1,1320.72,0.99
nuance,2.4,3.473684211,positive,neutral,1.666666667,1.333333333,1.333333333,1.333333333,1.333333333,1.666666667,Joint,16,19,9,0,0,0,1.6,low,#N/A,#N/A,#N/A,2.614475366,1.80054737,6,3,7,N,2.35,11.83333333,579.6761111,0.9,1011.98,0.95
stylist,2.625,3.444444444,positive,neutral,1.666666667,1,1.083333333,1,1.083333333,1.25,Happiness,14,18,12,0,0,0,3,high,#N/A,#N/A,#N/A,2.589726256,2.294875645,7,2,7,N,2.5,11.83333333,549.4589744,0.975,1086.05,0.99
ontheffen,3,3.117647059,positive,neutral,1.3,1.6,1.4,1.6,1.2,1.4,Joint,16,17,10,1,1,0,2.333333333,low,#N/A,#N/A,#N/A,2.563362409,2.022816134,9,3,7,WW,2.65,11.83333333,539.0936842,0.951219512,1181.06,0.99
stembureau,2.9375,2.947368421,negative,neutral,1.090909091,1.090909091,1,1,1.090909091,1.363636364,Surprise,17,19,11,0,0,0,3.4,high,#N/A,#N/A,#N/A,2.53529412,2.582757927,10,3,8,N,3.65,11.83333333,607.0894872,0.975,1050.52,0.99
opwerken,3.823529412,3.789473684,positive,valenced,2.1,1.2,1.5,1.1,1.4,1.6,Happiness,17,19,10,0,0,0,2.428571429,low,#N/A,#N/A,#N/A,2.505421328,2.06790818,8,3,7,WW,1.7,11.83333333,531.7016216,0.951219512,1200.98,0.98
tendens,2.8125,3.105263158,positive,neutral,1.5,1.2,1.3,1.3,1.2,1.7,Surprise,15,19,10,0,0,0,1.266666667,low,#N/A,#N/A,#N/A,2.473194909,2.043735201,7,2,7,N,1.95,11.83333333,530.165,0.926829268,1067.16,0.95
verbittering,3.428571429,1.6,negative,neutral,1,2.625,1.375,2.285714286,2.375,1.25,Anger,16,20,8,0,0,0,2.066666667,low,#N/A,#N/A,#N/A,2.473194909,1.997865168,12,4,10,N,2.65,11.83333333,589.4720513,0.975,1105.34,0.98
vruchtwater,2.8125,3.111111111,positive,neutral,1,1,1,1,1.6,1,Disgust,14,18,10,0,0,0,3.857142857,high,#N/A,#N/A,#N/A,2.400537989,3.160074305,11,3,10,N,3.55,11.83333333,567.9364103,0.951219512,1043.81,1
